GM27362	1	31122725	31122862
ZC3H11A	1	133619871	133661380
GM24633	1	19513855	19513919
GM23393	1	116394342	116394413
GM23370	1	127331812	127331941
GM24975	1	183074606	183074706
MIR5103	1	34433121	34433199
MIR375	1	74900658	74900721
GM23602	1	100252917	100253048
GM22089	1	93808570	93808671
GM22434	1	163118227	163118348
MIR3535	1	86351981	86352127
GM24273	1	131498639	131498802
GM25771	1	122553173	122553316
GM26412	1	171732060	171732114
GM23169	1	13334498	13334609
GM22419	1	47749279	47749399
GM24513	1	63273226	63273363
GM24555	1	83921918	83922041
SNORA75	1	86351169	86351301
GM25843	1	50559762	50560075
GM24791	1	123389801	123389931
GM23672	1	144609004	144609110
MIR664	1	185242975	185243043
GM24765	1	9458670	9458772
MIR6346	1	118954220	118954300
GM23829	1	47751299	47751568
GM23472	1	72236946	72237136
GM27390	1	63177983	63178158
MIR6546	1	171064591	171064652
GM25336	1	154080095	154080199
GM26110	1	171027965	171028129
GM23126	1	42866685	42866818
GM24122	1	102106449	102106580
GM24075	1	18969762	18969833
GM26145	1	31259593	31259719
GM23966	1	58466515	58466621
GM22396	1	82839446	82839498
GM24548	1	58154981	58155088
GM25560	1	175800514	175800689
GM24133	1	36663965	36664039
GM27881	1	13262198	13262279
SCARNA3A	1	159340283	159340422
GM25814	1	32213133	32213239
GM22966	1	148326980	148327108
GM22665	1	69921473	69921747
MIR149	1	92850378	92850443
GM23782	1	137987657	137987776
GM26034	1	132100639	132100754
GM27430	1	30333291	30333397
MIR26B	1	74394310	74394394
GM22383	1	172684515	172684841
MIR1231	1	135454603	135454683
MIR8096	1	85751948	85752074
GM22265	1	192745571	192745686
N-R5S220	1	154311408	154311527
MIR30A	1	23272269	23272339
GM23181	1	95039934	95040043
N-R5S215	1	85674882	85674985
GM47280	1	36506562	36506702
GM22463	1	5644645	5644745
GM24086	1	136697374	136697471
GM25472	1	85763794	85763871
GM23523	1	170751717	170751823
GM26037	1	89684802	89685112
GM22796	1	135353717	135353822
GM47302	1	45311673	45311813
GM24723	1	20842535	20842666
GM24349	1	53100050	53100150
GM24637	1	165440625	165440709
GM23036	1	102413923	102414021
SNORD87	1	9942463	9942549
GM22569	1	155315966	155316089
MIR6898	1	36348682	36348758
MIR6348	1	168490643	168490762
MIR29C	1	195037547	195037634
N-R5S210	1	37005439	37005557
N-R5S213	1	82635013	82635110
GM25586	1	29280964	29281075
GM24162	1	20444811	20444912
N-R5S218	1	149734750	149734858
GM25974	1	77144753	77144846
MIR6897	1	36144252	36144313
GM24180	1	43918777	43918886
GM27607	1	51938974	51939095
GM26345	1	15019040	15019159
GM27458	1	178363401	178363521
GM26472	1	122201459	122201541
GM25095	1	188622923	188623053
GM24836	1	180832769	180832876
GM26271	1	139671604	139671707
GM24553	1	107440047	107440177
GM25578	1	124490856	124490959
MIR5117	1	161037356	161037439
MIR6347	1	167290125	167290225
GM26580	1	21959842	21962530
GM26649	1	64029463	64032927
D230017M19RIK	1	72236465	72274869
GM26683	1	91297203	91304405
GM26720	1	91989051	91992628
GM26892	1	132036805	132067945
1700037F24RIK	1	132201069	132203803
GM26706	1	133610411	133614422
GM26523	1	163301790	163303620
GM26641	1	171423185	171437318
GM17275	1	180802568	180809483
GM2061	1	185447116	185455568
GM24064	1	26566833	26566938
GM44329	1	150063157	150063268
GM22489	1	161035850	161035911
GM23409	1	37973967	37974203
MIR6904	1	180587201	180587267
GM25457	1	141298100	141298206
GM25151	1	171308047	171308137
GM22132	1	136757510	136757609
GM23534	1	137367151	137367247
GM24937	1	113717914	113718047
GM22112	1	82396697	82396817
GM22963	1	10921670	10921760
GM25619	1	139786983	139787086
MIR7682	1	151442393	151442450
SNORD70	1	59691934	59692020
GM25911	1	167340369	167340424
N-R5S209	1	26959103	26959221
GM26348	1	10166539	10166778
MIR6351	1	73855477	73855575
GM23349	1	184580109	184580206
GM23805	1	175904545	175904651
MIR3473C	1	191998554	191998634
GM23259	1	15879530	15879832
GM25198	1	88015924	88016033
GM27934	1	66856641	66856703
GM24940	1	163402283	163402390
GM24748	1	191196906	191197013
GM24871	1	171503048	171503163
GM8251	1	44055952	44061936
GM24788	1	65001307	65001462
GM23370	1	127331813	127331941
GM26263	1	77898283	77898446
GM26206	1	3102016	3102125
GM23974	1	45746895	45747025
MIR29B-2	1	195037040	195037120
GM26457	1	63178686	63178720
GM24919	1	178390819	178390924
GM27512	1	63198031	63198156
GM24517	1	134280885	134280991
MIR3962	1	194822001	194822064
GM23032	1	31656632	31656738
N-R5S219	1	149841530	149841661
GM26245	1	96617099	96617205
SNORA36B	1	185242907	185243038
G530012D18RIK	1	85575676	85577295
GM25329	1	73763710	73763835
GM22438	1	107892974	107893105
GM22679	1	29301480	29301579
GM26004	1	181840453	181840568
GM10553	1	85100164	85100535
GM23744	1	155954574	155954722
GM25736	1	51015313	51015413
GM25754	1	83795912	83796032
GM23762	1	60613698	60613803
GM22681	1	144960734	144960839
GM24497	1	72244213	72244403
GM22260	1	25279445	25279551
GM26620	1	170885065	170885881
GM22114	1	169799450	169799556
GM25240	1	53443271	53443395
GM24092	1	189393350	189393470
GM25939	1	72255008	72255198
GM22281	1	63575488	63575590
GM24547	1	122510549	122510697
GM22633	1	12374936	12375042
GM25663	1	143778928	143779062
GM22917	1	96303146	96303255
GM24276	1	8816138	8816247
GM25322	1	119530211	119530314
GM23240	1	48462173	48462293
GM22950	1	171733299	171733405
GM25612	1	134505338	134505463
GM27330	1	50222389	50222520
GM23734	1	127375131	127375239
SCARNA6	1	87784556	87784820
MIR215	1	185313581	185313692
GM25269	1	188760476	188760579
GM25312	1	178028033	178028139
GM25411	1	66436082	66436232
GM24817	1	172843534	172843638
GM24988	1	160876202	160876322
GM23821	1	186123201	186123306
GM24148	1	86352008	86352087
GM23583	1	192998286	192998574
GM25279	1	151854823	151854955
GM25493	1	4723277	4723379
SNORD78	1	161036984	161037049
MIR6350	1	47467021	47467125
MIR214	1	162223368	162223477
GM25634	1	35761602	35761706
N-R5S216	1	104880924	104881035
GM25488	1	161552549	161552666
MIR181A-1	1	137966455	137966541
GM37954	1	131376461	131378531
GM29487	1	131447440	131447695
SRGAP2	1	131285251	131527352
GM29488	1	131406812	131409213
GM38262	1	131341302	131342683
GM19057	1	161297818	161299014
TNFSF4	1	161395409	161418410
TNFSF18	1	161494655	161505290
GM37018	1	181986336	181990204
GM38359	1	181967699	181969923
GM37258	1	182006060	182007686
2700078F05RIK	1	181950132	181953375
ENAH	1	181896384	182019990
GM19777	1	194819730	194820087
GM37177	1	182071403	182071819
SRP9	1	182124737	182132407
GM17968	1	182127406	182128189
VMN1R1	1	182154704	182164486
CD46	1	195036826	195092249
GM37027	1	195017892	195018242
GM37366	1	195042383	195044679
CD34	1	194938819	194961279
GM32250	1	194989062	194995345
GM37132	1	195079099	195081336
GM16897	1	194955759	194976960
GM37334	1	194993258	194996195
9630010A21RIK	1	195013746	195016448
A330023F24RIK	1	194976375	195037904
GM26169	1	186676742	186676876
GM26077	1	172936212	172936334
GM23763	1	136990211	136990270
GM23885	1	194858657	194858950
N-R5S217	1	138878262	138878377
GM24808	1	165785834	165785951
GM23599	1	165497999	165498249
GM25491	1	13932378	13932685
GM22446	1	191762200	191762303
MIR133B	1	20682769	20682887
GM25537	1	100861793	100861901
GM3608	1	105455971	105458829
GM25096	1	35178956	35179084
GM26446	1	93363255	93363357
GM23153	1	190482845	190483157
GM22955	1	86637552	86637608
GM27844	1	171079840	171079901
GM24053	1	54769218	54769322
GM24802	1	195228278	195228398
GM22609	1	132814228	132814348
GM23208	1	165571850	165571976
GM25180	1	89563360	89563474
GM26293	1	59692509	59692592
GM23274	1	7265803	7265932
GM24405	1	178636905	178637071
MIR350	1	176772325	176772423
GM22307	1	4529017	4529123
GM24826	1	39519533	39519748
GM27943	1	75209613	75209728
GM26042	1	165024345	165024456
GM23535	1	149707377	149707482
GM25166	1	17520001	17520111
GM24014	1	57467870	57468026
MIR194-1	1	185313319	185313385
GM23389	1	94615636	94615704
GM22607	1	9834498	9834602
GM23434	1	99017364	99017463
GM22094	1	118638288	118638404
SNORD80	1	161037601	161037681
GM25168	1	15757832	15757963
GM25708	1	144979484	144979585
GM23690	1	181813607	181813700
GM23528	1	160645573	160645704
MIR3473F	1	106546496	106546631
GM22616	1	14182578	14182677
MIR6903	1	133726558	133726645
GM26273	1	13774334	13774464
GM44339	1	173643511	173643594
MIR6341	1	12425986	12426106
MIR1981	1	184822407	184822488
GM24267	1	107756602	107756708
GM24465	1	98049822	98049928
GM27648	1	90327312	90327418
MIR135B	1	132198088	132198184
GM24732	1	32568359	32568421
GM23879	1	69955004	69955129
GM23453	1	33422733	33422838
GM24001	1	43036845	43036929
GM23785	1	29361275	29361370
MIR205	1	193507463	193507530
GM23939	1	133601223	133601355
GM22357	1	161036057	161036139
GM22756	1	151062004	151062110
GM23189	1	67973676	67973777
GM22727	1	137734318	137734433
GM10518	1	179803376	179804676
GM25395	1	87776938	87777209
GM25839	1	61470441	61470543
GM23902	1	128490040	128490173
GM23722	1	39573746	39573875
MIR6902	1	93346092	93346155
GM22034	1	102953415	102953548
GM24942	1	63032706	63032819
GM26214	1	105945554	105945660
GM22992	1	166620362	166620482
GM23056	1	128885909	128886019
XRCC5	1	72307421	72394952
GM27907	1	85012367	85012446
GM25524	1	74212813	74212919
GM25235	1	170832765	170832871
GM23780	1	184858138	184858412
GM24030	1	117536301	117536464
GM24402	1	151260824	151260914
GM25253	1	10555554	10555660
GM24173	1	11134111	11134238
GM26203	1	191772721	191772834
GM26134	1	98549451	98549560
MIR6342	1	29421488	29421612
GM24182	1	167349025	167349131
GM25789	1	161038308	161038383
MIR8114	1	153899926	153900036
MIR6896	1	34117359	34117431
GM25460	1	145291354	145291480
SNORD80	1	161037604	161037680
GM26224	1	161035394	161035473
GM22786	1	86087301	86087422
MIR488	1	158505625	158505733
GM25413	1	97936400	97936711
GM22548	1	67616975	67617052
GM23460	1	52444436	52444544
GM25993	1	176879834	176879913
GM24251	1	53886828	53886941
GM22159	1	109623008	109623137
GM25035	1	74586896	74586972
GM24729	1	66305889	66306025
GM23212	1	161036682	161036741
GM44458	1	165694765	165694907
GM27785	1	117561230	117561339
SNORD89	1	39548745	39548854
GM23537	1	104485957	104486286
GM23448	1	63300280	63300383
GM25384	1	128515115	128515219
SNORD11	1	59704790	59704873
GM26352	1	43902928	43903052
GM23623	1	130595570	130595676
MIR7683	1	171641840	171641900
MIR128-1	1	128202361	128202430
N-R5S211	1	46374197	46374315
GM22549	1	87341455	87341561
GM22906	1	85784713	85784962
GM26280	1	135150666	135150766
GM5705	1	162628357	162629067
GM25717	1	131102393	131102745
GM24160	1	79513739	79513864
GM22371	1	57422244	57422373
GM24826	1	39519533	39519747
GM23422	1	70596815	70596921
GM27396	1	3783876	3783933
GM25294	1	25451071	25451174
GM25227	1	15685935	15686046
GM24171	1	20915410	20915540
GM24545	1	59626580	59626664
GM26342	1	67257224	67257352
GM26187	1	87251148	87251248
GM44481	1	173524086	173524169
GM26457	1	63178677	63178754
SNORA41	1	63179004	63179135
GM25542	1	68384942	68385035
GM24719	1	159983496	159983605
GM26418	1	24548841	24548977
GM23934	1	80135466	80135572
MIR6349	1	39186896	39186992
GM23984	1	45772962	45773164
GM22671	1	163054818	163054951
MIR6899	1	64042438	64042501
GM10188	1	132229048	132229767
GM27616	1	162674158	162674220
GM23792	1	33981410	33981502
GM27552	1	171072226	171072287
KISS1	1	133321875	133329901
GM25288	1	176793956	176794220
GM24586	1	96266853	96266941
MIR7681	1	53849424	53849495
GM23965	1	103236626	103236767
GM27507	1	74764798	74764890
GM25792	1	33293676	33293775
MIR30C-2	1	23291701	23291784
SNORD82	1	86356261	86356330
GM23497	1	118681821	118681950
GM23504	1	87415255	87415349
GM26080	1	118453355	118453485
MIR1927	1	160295864	160295972
GM22331	1	112467911	112468046
GM23402	1	165809636	165809742
MIR6344	1	82131916	82132019
MIR6900	1	92464483	92464542
GM9747	1	82233112	82235933
GM23943	1	56999155	56999275
GM26048	1	140003825	140003966
MIR6343	1	76509560	76509643
GM24674	1	10009814	10009917
GM47294	1	190482929	190483016
GM24557	1	63161855	63161943
MIR6352	1	77496653	77496768
GM44468	1	63025742	63025846
MIR6353	1	84218849	84218961
GM27940	1	195240910	195241007
GM10521	1	171895664	171898237
GM22693	1	49095444	49095885
GM25829	1	54249102	54249208
N-R5S214	1	83216671	83216791
GM22426	1	105574687	105574782
SNORD47	1	161038082	161038158
GM22360	1	95832129	95832235
GM23216	1	45685456	45685562
MIR181B-1	1	137966639	137966718
MIR5126	1	84695839	84695915
GM26287	1	59704258	59704338
GM25588	1	153440079	153440218
GM26104	1	176700617	176700724
GM27315	1	73392246	73392399
MIR199A-2	1	162217814	162217923
MIR1928	1	74206554	74206620
GM23771	1	29985934	29986043
GM24176	1	23245211	23245331
GM44300	1	132923624	132923744
MIR6345	1	93352158	93352285
GM23358	1	8588615	8588724
GM22016	1	141314355	141314468
MIR206	1	20679010	20679082
MIR6354	1	169018974	169019089
GM25360	1	72226240	72226430
MIR6901	1	93274549	93274610
GM26078	1	96762031	96762158
GM24901	1	33191993	33192102
SLC30A10	1	185454848	185468762
GM25748	1	64396334	64396403
GM25293	1	109804760	109805044
MIR1843B	1	159340358	159340423
GM25549	1	131073658	131073751
GM25609	1	137215544	137215647
GM25832	1	66866797	66866926
GM22232	1	134809275	134809368
GM22710	1	118459141	118459265
GM25502	1	59070988	59071118
GM23024	1	32726639	32726930
GM5533	1	181851574	181853189
PRDX6	1	161240112	161251219
GM17415	1	93421700	93422488
GM6185	1	161176936	161237307
HDLBP	1	93405940	93478815
SEPT2	1	93478964	93510260
SEPT2	1	93478993	93509733
GM38036	1	194677002	194680565
GM37674	1	194669673	194671506
PLXNA2	1	194618218	194816869
2900035J10RIK	1	194732707	194733238
GM37783	1	194650319	194652174
ANKRD45	1	161142691	161170498
TEX50	1	161154558	161159314
GM38319	1	13641483	13642748
LACTB2	1	13623330	13660546
OLFR1414	1	92506366	92518661
GM38394	1	133619940	133661318
MRPS14	1	160195215	160202170
ZBED6	1	133655879	133660885
1700063I16RIK	1	168675272	168675882
GM37839	1	169328529	169347632
GM5265	1	169453528	169453869
MYBL1	1	9667415	9700209
EXO1	1	175880581	175913489
GM5099	1	38132083	38159892
PER2	1	91415982	91459324
TMEM9	1	136008150	136035342
RPL31-PS14	1	66948563	66948940
GM15826	1	66951829	66953469
NUF2	1	169497934	169531464
GM28645	1	31274892	31275455
PTP4A1	1	30940302	30949309
PTP4A1	1	30940302	30949770
GM6489	1	31286945	31287640
GM34727	1	38487519	38488047
GM16150	1	38235420	38246666
GM10307	1	31559540	31561400
GM16151	1	38307902	38311930
AFF3	1	38177326	38664955
GM19680	1	31615149	31616661
GM7910	1	31736057	31736891
GM16152	1	38384949	38393974
CACYBP	1	160202367	160212875
GM28381	1	91469906	91470098
GM28382	1	91483024	91484774
LANCL1	1	67000517	67038872
GM19085	1	91487729	91490009
GM37958	1	34329433	34330307
GM37385	1	34350775	34351161
ASCL5	1	136050804	136051370
GM38100	1	175920329	175922225
PPIP5K2	1	97706048	97770411
GM37668	1	175955455	175957398
GM5266	1	34367371	34369003
GM3052	1	34415050	34417986
GM28706	1	125444567	125447398
GM10555	1	79762717	79764507
WDFY1	1	79702262	79776143
KHDRBS2	1	32172714	32658568
RBM8A2	1	175977777	175979114
PLD5	1	175962306	176275312
GM5415	1	32543686	32547294
GM37911	1	32496444	32497988
GM37792	1	32539028	32542440
GM37110	1	32485315	32486942
GM9839	1	32519563	32520999
GM37999	1	32473757	32475565
FMO2	1	162874317	162898726
GM37233	1	34427002	34433264
TRAF3IP1	1	91494647	91529307
GM37916	1	176179201	176181635
GM38081	1	176031079	176032723
CCDC115	1	34436670	34439672
GIN1	1	97770172	97793709
GM28306	1	34439511	34444730
IMP4	1	34439851	34449356
GM18900	1	169591549	169592132
GM36980	1	169595784	169596939
RGS5	1	169655501	169695813
MRPL44	1	79776018	79781445
VCPIP1	1	9718622	9748382
1700034P13RIK	1	9747648	9791924
4930439D14RIK	1	156939838	156940196
GM28694	1	156972760	157054034
GM10531	1	157043547	157045849
4933417C20RIK	1	160212943	160214816
F13B	1	139501702	139523752
GM29539	1	74774943	74777405
WNT6	1	74771892	74785322
GM5100	1	39597417	39598005
GM38101	1	176276213	176279769
GM17965	1	176339127	176339643
WNT10A	1	74791516	74804179
GM38152	1	176370155	176373720
GM37426	1	32710179	32712648
GM37151	1	32967484	32972490
GM36536	1	176430111	176527273
GM28624	1	33028160	33030290
GM17966	1	176641897	176642558
GM37724	1	33065130	33066350
GM7114	1	33100907	33102695
OLFR1413	1	92571322	92574397
GM4785	1	33108905	33109655
1700054K02RIK	1	92572374	92572749
CREG2	1	39618406	39651474
GM28478	1	92574614	92574796
AC153137.1	1	30977243	30977968
OLFR1412	1	92585779	92591375
D930019O06RIK	1	39650176	39657390
